OBJECTID,STATE,COUNTY,TRACT,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPop,SUM_NonHispPop,SUM_NHOneRace,SUM_NH_White,SUM_NH_Black,SUM_NH_AmInd,SUM_NH_Asian,SUM_NH_HawPacI,SUM_NH_Other,SUM_NH_2orMore,SUM_VAP_TotPop,SUM_VAP_HispPo,SUM_VAP_NonHis,SUM_VAP_NHOneR,SUM_VAP_NH_Whi,SUM_VAP_NH_Bla,SUM_VAP_NH_AmI,SUM_VAP_NH_Asi,SUM_VAP_HawPac,SUM_VAP_NH_Oth,SUM_VAP_NH_2or,SUM_TotHousing,SUM_OccHU,SUM_VacantHU,Shapearea,Shapelen
813,48,201,600000,3373,1674,3373,1245,2128,2086,1883,97,11,89,2,4,42,2715,889,1826,1798,1623,82,10,78,2,3,28,1674,1381,293,38218089.2,37831.27333
814,48,201,600000,2400,1231,2400,689,1711,1692,38,1637,6,3,0,8,19,1833,395,1438,1424,34,1376,4,2,0,8,14,1231,948,283,19769181.37,21905.67825
815,48,201,600000,2602,1075,2602,1103,1499,1490,121,1355,3,10,0,1,9,1981,701,1280,1274,114,1148,3,8,0,1,6,1075,914,161,17126390.69,20995.80185
816,48,201,600000,4763,1848,4763,2429,2334,2321,206,2069,10,22,1,13,13,3442,1538,1904,1896,167,1690,7,22,1,9,8,1848,1513,335,25381179.67,20751.78725
817,48,201,600000,3612,1396,3612,1908,1704,1677,545,1103,5,18,0,6,27,2673,1190,1483,1463,505,929,5,18,0,6,20,1396,1164,232,33228396.1,30301.05331
818,48,201,600000,5606,1806,5606,3607,1999,1985,443,1518,5,13,0,6,14,3701,2305,1396,1390,394,977,4,13,0,2,6,1806,1660,146,30014746.3,25291.85458
819,48,201,600000,3849,1706,3849,519,3330,3306,271,3016,9,8,0,2,24,3027,330,2697,2679,218,2444,8,7,0,2,18,1706,1519,187,49523456.56,29772.61098
820,48,201,600000,4187,1753,4187,1531,2656,2618,2139,436,6,31,0,6,38,3222,1023,2199,2177,1813,326,6,27,0,5,22,1753,1628,125,21534528.29,19227.34461
821,48,201,600000,3629,1665,3629,1093,2536,2489,2377,41,10,58,0,3,47,2834,748,2086,2060,1962,39,5,51,0,3,26,1665,1539,126,25679954.53,21944.3925
822,48,201,600000,2854,1337,2854,954,1900,1869,1765,51,12,38,2,1,31,2286,650,1636,1617,1526,41,11,36,2,1,19,1337,1240,97,17771861.16,18009.48001
823,48,201,600000,3162,1605,3162,1141,2021,1995,1661,263,7,56,4,4,26,2500,787,1713,1701,1467,170,7,52,1,4,12,1605,1381,224,20960975.27,18752.23066
824,48,201,600000,5380,2511,5380,3240,2140,2087,1286,711,5,75,1,9,53,4015,2169,1846,1813,1167,566,5,68,1,6,33,2511,2136,375,16652168.49,23679.34084
825,48,201,600000,2053,1015,2053,788,1265,1240,1161,39,4,36,0,0,25,1683,547,1136,1118,1051,32,4,31,0,0,18,1015,964,51,11463194.12,18186.70155
826,48,201,600000,3020,1306,3020,1285,1735,1720,1443,202,6,66,0,3,15,2393,915,1478,1471,1265,141,6,58,0,1,7,1306,1235,71,20530477.69,22296.67981
827,48,201,600000,2823,1240,2823,1024,1799,1761,1599,134,5,22,0,1,38,2218,687,1531,1511,1379,110,4,17,0,1,20,1240,1156,84,25582749.29,21822.25365
828,48,201,600000,2829,1382,2829,532,2297,2265,2144,60,7,47,2,5,32,2307,389,1918,1899,1809,37,6,42,2,3,19,1382,1288,94,20044103.3,18388.14693
829,48,201,600000,2352,905,2352,486,1866,1847,61,1775,8,1,0,2,19,1665,274,1391,1380,46,1323,8,1,0,2,11,905,783,122,35071689.75,25906.85319
830,48,201,600000,4708,1624,4708,1042,3666,3641,65,3554,3,18,0,1,25,3261,647,2614,2595,47,2526,3,18,0,1,19,1624,1506,118,46894573.68,30076.2554
831,48,201,600000,4867,3789,4867,1468,3399,3351,461,2830,13,40,0,7,48,3419,947,2472,2444,417,1981,9,33,0,4,28,3789,1994,1795,21174058.24,23795.42168
832,48,201,600000,1008,431,1008,322,686,670,498,156,3,10,0,3,16,794,223,571,559,417,131,3,5,0,3,12,431,408,23,7064948.846,11228.82826
833,48,201,600000,5777,2749,5777,2663,3114,3066,1325,1620,10,106,3,2,48,4172,1751,2421,2387,1147,1127,9,100,2,2,34,2749,2198,551,20392916.68,18793.71542
834,48,201,600000,2790,1469,2790,1011,1779,1756,399,1326,6,20,0,5,23,1921,632,1289,1271,380,865,5,19,0,2,18,1469,1088,381,20176121.22,19548.9612
835,48,201,600000,5520,2836,5520,2109,3411,3358,1460,1638,8,223,3,26,53,4180,1410,2770,2737,1300,1219,8,188,3,19,33,2836,2489,347,66793431.11,36338.10078
836,48,201,600000,6112,2095,6112,3529,2583,2536,1575,750,20,180,1,10,47,4361,2271,2090,2063,1369,542,11,132,1,8,27,2095,1964,131,50459475.33,42843.63596
837,48,201,600000,8895,2612,8895,5239,3656,3556,1625,701,11,1205,0,14,100,6147,3319,2828,2774,1354,491,8,910,0,11,54,2612,2526,86,51794900.96,31242.35438
838,48,201,600000,5562,1535,5562,4276,1286,1255,720,406,7,108,0,14,31,3681,2658,1023,1001,630,271,3,90,0,7,22,1535,1467,68,29075367.12,25982.11229
839,48,201,600000,6558,2341,6558,2637,3921,3873,503,2649,15,693,1,12,48,4527,1670,2857,2838,454,1825,12,538,1,8,19,2341,2016,325,28818091.67,22877.12314
840,48,201,600000,4820,1954,4820,1559,3261,3212,1008,2054,14,123,2,11,49,3598,1038,2560,2530,926,1482,8,102,2,10,30,1954,1764,190,28941423.67,22998.1953
841,48,201,600000,1684,718,1684,731,953,936,389,473,4,66,2,2,17,1242,484,758,748,353,336,3,53,2,1,10,718,613,105,14501292.29,24416.35044
842,48,201,600000,4667,1620,4667,1941,2726,2703,271,2013,15,401,0,3,23,3230,1200,2030,2021,244,1416,12,347,0,2,9,1620,1370,250,18366646.9,18338.13557
843,48,201,600000,2245,1050,2245,594,1651,1634,44,1547,14,28,0,1,17,1512,362,1150,1141,34,1075,12,20,0,0,9,1050,787,263,19072548.22,19716.88153
844,48,201,600000,6449,2312,6449,1589,4860,4805,525,4163,19,94,0,4,55,4436,1004,3432,3403,472,2833,11,84,0,3,29,2312,2136,176,37756140.02,29378.48977
845,48,201,600000,3222,1526,3222,651,2571,2537,182,2282,9,63,0,1,34,2357,418,1939,1917,168,1687,4,58,0,0,22,1526,1191,335,28828784.97,28726.81473
846,48,201,600000,5880,2313,5880,913,4967,4918,61,4815,9,25,1,7,49,4247,586,3661,3634,50,3544,8,25,1,6,27,2313,2090,223,38126648.79,26859.5456
847,48,201,600000,9655,2877,9655,5017,4638,4592,281,4137,7,147,2,18,46,6470,3059,3411,3389,239,3007,6,123,2,12,22,2877,2695,182,74027151.64,49800.96782
848,48,201,600000,4383,1278,4383,2973,1410,1377,609,596,5,166,0,1,33,3062,1893,1169,1142,552,457,4,128,0,1,27,1278,1227,51,28762869.7,27348.73332
849,48,201,600000,5480,1885,5480,3102,2378,2344,424,1732,12,165,1,10,34,3491,1875,1616,1597,371,1085,7,127,1,6,19,1885,1714,171,38022152.73,28259.86203
850,48,201,600000,5695,1837,5695,4423,1272,1243,209,864,4,161,0,5,29,3684,2803,881,865,176,556,2,127,0,4,16,1837,1581,256,95896478.49,45740.045
851,48,201,600000,3498,877,3498,2725,773,758,219,392,4,142,1,0,15,2312,1718,594,584,198,272,3,111,0,0,10,877,849,28,10576110.11,13500.30325
852,48,201,600000,8645,2357,8645,5528,3117,3088,405,1775,11,881,7,9,29,5540,3309,2231,2216,336,1174,9,687,5,5,15,2357,2226,131,91492009.9,42123.11818
853,48,201,600000,6182,1749,6182,4229,1953,1919,557,835,5,485,25,12,34,3972,2498,1474,1456,465,597,5,368,10,11,18,1749,1624,125,59472927.38,32525.99808
854,48,201,600000,9260,2605,9260,4949,4311,4216,716,2791,9,685,0,15,95,6206,3035,3171,3131,625,1963,6,529,0,8,40,2605,2480,125,31061821.85,26776.12381
855,48,201,600000,4408,1653,4408,2322,2086,2061,202,1642,9,201,0,7,25,2851,1445,1406,1386,163,1045,8,167,0,3,20,1653,1451,202,20735675.1,21776.41695
856,48,201,600000,2959,1018,2959,2064,895,885,388,238,4,255,0,0,10,1948,1250,698,694,332,172,4,186,0,0,4,1018,905,113,40765328.56,29525.87733
857,48,201,600000,5680,1501,5680,3686,1994,1954,617,1102,7,221,0,7,40,3711,2259,1452,1435,512,737,4,177,0,5,17,1501,1431,70,35137383.72,27213.86236
858,48,201,600000,2678,741,2678,1569,1109,1081,106,673,1,294,0,7,28,1704,961,743,734,83,433,1,213,0,4,9,741,713,28,14021966.64,17672.81267
859,48,201,600000,7488,2153,7488,3889,3599,3517,1273,908,16,1308,1,11,82,5149,2443,2706,2665,1051,630,9,968,0,7,41,2153,2041,112,137144117.8,50752.31685
860,48,201,600000,2582,890,2582,1610,972,951,468,185,1,287,1,9,21,1786,975,811,797,419,149,1,222,1,5,14,890,805,85,37449708.45,28731.02196
861,48,201,600000,8515,3769,8515,2006,6509,6401,4565,896,14,904,0,22,108,6484,1300,5184,5127,3764,636,11,702,0,14,57,3769,3382,387,49885045,31778.17662
862,48,201,600000,1716,539,1716,1020,696,691,418,139,6,127,0,1,5,1179,603,576,572,369,105,3,94,0,1,4,539,509,30,45519046.61,31413.20438
863,48,201,600000,12349,4080,12349,3625,8724,8531,5205,631,18,2643,1,33,193,8672,2309,6363,6259,3896,443,14,1884,1,21,104,4080,3946,134,242062930.4,63925.98232
864,48,201,600000,2654,1006,2654,1597,1057,1039,596,170,5,260,5,3,18,1960,1085,875,862,510,129,5,213,5,0,13,1006,938,68,26977464.45,21634.18618
865,48,201,600000,6024,2617,6024,3690,2334,2253,1282,753,4,196,2,16,81,4097,2296,1801,1759,1071,522,4,154,2,6,42,2617,2291,326,18630797.09,29096.92329
866,48,201,600000,5248,1914,5248,1555,3693,3613,3211,235,12,141,1,13,80,3934,993,2941,2901,2605,169,9,110,1,7,40,1914,1847,67,38202841.76,29002.01444
867,48,201,600000,2632,898,2632,715,1917,1856,1103,328,5,408,1,11,61,1919,457,1462,1426,875,242,3,301,1,4,36,898,859,39,21697245.9,25093.35557
868,48,201,600000,6979,2461,6979,2957,4022,3894,2032,1153,27,664,3,15,128,4792,1889,2903,2848,1561,758,20,504,2,3,55,2461,2316,145,29717877.73,24617.89611
869,48,201,600000,7505,2313,7505,3155,4350,4239,2556,518,10,1129,8,18,111,5241,1921,3320,3256,1981,371,8,883,3,10,64,2313,2255,58,84431183.19,49873.28509
870,48,201,600000,7883,2629,7883,4475,3408,3312,1765,837,6,688,1,15,96,5458,2845,2613,2559,1428,601,6,514,1,9,54,2629,2520,109,103092700.2,48621.38799
871,48,201,600000,2496,1062,2496,329,2167,2129,1736,236,13,142,0,2,38,1967,228,1739,1717,1417,168,10,120,0,2,22,1062,1019,43,17289206.72,19781.70705
872,48,201,600000,6965,3221,6965,1676,5289,5170,3449,1045,16,647,1,12,119,5336,1125,4211,4155,2842,777,15,514,1,6,56,3221,2933,288,48964475.8,38662.89519
873,48,201,600000,10368,4106,10368,2491,7877,7668,3953,2164,27,1503,3,18,209,7464,1628,5836,5719,3026,1551,23,1104,3,12,117,4106,3892,214,57619241.13,35677.39879
874,48,201,600000,7924,2524,7924,1605,6319,6167,3762,1188,14,1166,6,31,152,5257,1006,4251,4185,2597,760,10,799,4,15,66,2524,2447,77,78991354.14,47145.77491
875,48,201,600000,12938,4209,12938,2803,10135,9886,5909,2080,27,1828,7,35,249,8574,1703,6871,6754,4088,1357,17,1272,5,15,117,4209,4069,140,78454457.45,37548.85108
876,48,201,600000,6536,2317,6536,1226,5310,5191,4157,542,26,447,4,15,119,4768,783,3985,3922,3154,388,18,351,4,7,63,2317,2249,68,36608066.42,29080.58735
877,48,201,600000,8799,2979,8799,1541,7258,7110,5381,829,17,865,1,17,148,6073,957,5116,5044,3835,574,15,609,1,10,72,2979,2880,99,48446692.03,30472.51605
878,48,201,600000,8811,2957,8811,3098,5713,5596,4364,784,13,425,1,9,117,6155,1955,4200,4131,3224,548,13,339,1,6,69,2957,2842,115,34453270.12,25072.90577
879,48,201,600000,2682,1025,2682,281,2401,2354,2118,110,5,118,0,3,47,2074,195,1879,1856,1657,84,5,107,0,3,23,1025,1001,24,16479886.53,18466.13692
880,48,201,600000,11303,3547,11303,5958,5345,5213,2557,1791,34,757,11,63,132,7512,3686,3826,3756,1984,1135,24,573,10,30,70,3547,3384,163,57379597.16,33899.07031
881,48,201,600000,14539,4912,14539,5992,8547,8343,3333,2641,36,2279,21,33,204,9958,3689,6269,6161,2669,1770,26,1667,14,15,108,4912,4549,363,47649754.6,27653.9549
882,48,201,600000,5216,1640,5216,1884,3332,3257,1924,657,13,643,4,16,75,3535,1133,2402,2378,1459,443,8,453,3,12,24,1640,1587,53,33107888.62,25435.63985
883,48,201,600000,4430,1651,4430,848,3582,3509,2845,371,10,273,1,9,73,3395,528,2867,2829,2347,264,7,206,1,4,38,1651,1592,59,50156370.6,29947.59129
884,48,201,600000,9669,3052,9669,5864,3805,3702,2332,645,5,700,0,20,103,6647,3677,2970,2919,1922,451,4,531,0,11,51,3052,2855,197,54530453.52,30345.29158
885,48,201,600000,9712,4243,9712,3834,5878,5680,2856,1837,19,929,8,31,198,7039,2515,4524,4410,2370,1278,17,718,7,20,114,4243,3840,403,230904250.8,62503.83687
886,48,201,600000,5762,2436,5762,2243,3519,3407,2236,791,25,338,2,15,112,4182,1459,2723,2653,1818,555,19,248,2,11,70,2436,2181,255,54955379.2,30877.5219
887,48,201,600000,6402,2163,6402,2146,4256,4161,2912,679,20,531,3,16,95,4601,1382,3219,3166,2283,456,17,398,1,11,53,2163,2082,81,59875426.31,33537.74934
888,48,201,600000,15167,4526,15167,6432,8735,8479,5030,2149,47,1188,16,49,256,10217,4057,6160,6054,3771,1370,31,848,11,23,106,4526,4412,114,58096822.04,32493.4748
889,48,201,600000,17754,5218,17754,9616,8138,7857,3541,3522,15,720,17,42,281,11283,5797,5486,5367,2621,2154,12,544,12,24,119,5218,4899,319,97921639.17,47157.91749
890,48,201,600000,14625,4287,14625,6532,8093,7840,3438,3439,27,889,5,42,253,9418,3925,5493,5376,2559,2140,18,635,4,20,117,4287,4078,209,68391190.49,37131.99598
891,48,201,600000,16532,4990,16532,7793,8739,8386,4315,3352,18,639,16,46,353,10659,4695,5964,5800,3206,2072,14,474,10,24,164,4990,4742,248,258338970.9,72104.68693
892,48,201,600000,12365,3735,12365,5468,6897,6700,4024,1826,26,776,3,45,197,8103,3333,4770,4682,2928,1148,19,556,3,28,88,3735,3609,126,64270749.89,36506.7143
893,48,201,600000,6459,2077,6459,2748,3711,3588,1923,1230,12,406,1,16,123,4186,1691,2495,2444,1378,761,9,286,0,10,51,2077,1996,81,49052595.61,40202.32005
894,48,201,600000,10040,3335,10040,5260,4780,4626,2711,1443,24,426,1,21,154,6816,3297,3519,3441,2154,938,21,312,1,15,78,3335,3178,157,62320668.52,32963.73145
895,48,201,600000,2161,1036,2161,236,1925,1895,1807,58,2,22,2,4,30,1741,175,1566,1552,1486,42,1,17,2,4,14,1036,833,203,47131287.24,27685.55145
896,48,201,600000,4393,1443,4393,1669,2724,2663,1925,501,9,217,2,9,61,2987,1063,1924,1902,1387,334,9,166,2,4,22,1443,1375,68,49476351.24,28684.85148
897,48,201,600000,4393,1578,4393,1304,3089,3053,2784,190,12,57,0,10,36,3314,856,2458,2437,2245,135,7,43,0,7,21,1578,1512,66,51682741.45,29333.49851
898,48,201,600000,6983,2314,6983,2235,4748,4639,4216,307,16,92,0,8,109,4844,1353,3491,3451,3186,186,13,58,0,8,40,2314,2226,88,96951538.49,41361.87101
899,48,201,600000,11156,3586,11156,4167,6989,6815,5286,1102,18,375,8,26,174,7494,2572,4922,4842,3819,722,14,268,3,16,80,3586,3415,171,591852748,122416.6833
900,48,201,600000,6421,1999,6421,1932,4489,4361,2433,1315,13,574,4,22,128,4051,1136,2915,2856,1633,831,8,368,4,12,59,1999,1844,155,1204012462,154806.7761
901,48,201,600000,10057,3744,10057,1943,8114,7950,5409,1286,8,1223,4,20,164,6838,1218,5620,5541,3826,861,7,833,2,12,79,3744,3271,473,368557765.1,86317.20582
902,48,201,600000,16578,4897,16578,7947,8631,8363,3857,3560,30,873,9,34,268,10415,4662,5753,5645,2826,2166,22,606,7,18,108,4897,4668,229,66351951.54,35986.07774
903,48,201,600000,2155,656,2155,1133,1022,1008,807,158,1,23,3,16,14,1389,627,762,756,628,103,1,18,1,5,6,656,585,71,1397454259,174384.3063
904,48,201,600000,5924,2776,5924,2201,3723,3655,2478,479,5,685,2,6,68,4485,1460,3025,2986,2101,306,5,569,2,3,39,2776,2323,453,436830809.8,88084.34797
905,48,201,600000,4719,2179,4719,2479,2240,2177,121,1998,4,45,2,7,63,2953,1499,1454,1413,100,1270,4,34,2,3,41,2179,1658,521,37887085.32,31150.64557
906,48,201,600000,3727,1825,3727,1264,2463,2380,149,2193,4,28,1,5,83,2436,793,1643,1591,122,1440,3,22,1,3,52,1825,1469,356,26922987.23,23218.99857
907,48,201,600000,6600,3584,6600,1589,5011,4890,443,4315,17,89,8,18,121,4490,1066,3424,3354,402,2857,14,69,5,7,70,3584,2831,753,30390691.31,30448.91275
908,48,201,600000,8785,4271,8785,2945,5840,5701,1509,3840,14,310,7,21,139,6320,1952,4368,4287,1343,2651,12,262,3,16,81,4271,3517,754,95903749.94,43580.19341
909,48,201,600000,10249,4691,10249,4140,6109,5979,832,4318,14,800,3,12,130,6885,2589,4296,4226,705,2944,13,557,2,5,70,4691,3531,1160,108286943,45759.56624
910,48,201,600000,9449,3837,9449,2071,7378,7284,470,6082,8,702,2,20,94,6517,1312,5205,5152,390,4243,4,502,2,11,53,3837,3166,671,50747552.16,44834.69808
911,48,201,600000,5665,1819,5665,2689,2976,2892,313,1934,2,631,2,10,84,3777,1714,2063,2017,241,1318,2,451,2,3,46,1819,1720,99,47120648.11,30912.52496
912,48,201,600000,6731,1846,6731,3168,3563,3473,284,2700,1,467,14,7,90,4459,1975,2484,2441,246,1815,1,366,7,6,43,1846,1774,72,21905509.59,18349.91702
913,48,201,600000,3015,825,3015,1521,1494,1467,82,1117,7,254,0,7,27,2012,932,1080,1064,72,781,7,199,0,5,16,825,791,34,12082583.62,14740.49468
914,48,201,600000,5632,1738,5632,3186,2446,2427,182,1816,4,421,0,4,19,3732,1971,1761,1748,157,1260,3,328,0,0,13,1738,1596,142,18765485.48,20478.76157
915,48,201,600000,3038,873,3038,1341,1697,1668,242,938,3,475,5,5,29,2059,829,1230,1213,194,658,3,352,1,5,17,873,839,34,65793175.93,50763.39846
916,48,201,600000,3468,994,3468,1185,2283,2254,118,1924,5,198,0,9,29,2229,725,1504,1485,101,1215,2,162,0,5,19,994,934,60,21534259.26,22187.39738
917,48,201,600000,8741,2618,8741,4435,4306,4209,738,1942,14,1494,2,19,97,5937,2788,3149,3103,615,1361,9,1107,2,9,46,2618,2468,150,34282908.26,24704.03363
918,48,201,600000,3377,884,3377,2183,1194,1174,212,616,2,336,3,5,20,2154,1329,825,813,158,398,1,251,2,3,12,884,832,52,11957311.55,16540.87412
919,48,201,600000,9497,3500,9497,3800,5697,5590,955,3187,12,1405,7,24,107,6566,2413,4153,4096,842,2150,5,1081,5,13,57,3500,3117,383,49809914.97,30850.21447
920,48,201,600000,6747,2690,6747,2174,4573,4470,2556,1122,22,755,1,14,103,5172,1496,3676,3626,2195,838,15,567,1,10,50,2690,2507,183,38454799.23,27745.19736
921,48,201,600000,3818,1174,3818,1143,2675,2630,1099,690,24,806,3,8,45,2788,739,2049,2029,939,500,19,561,3,7,20,1174,1138,36,21385382.16,19400.68899
922,48,201,600000,4335,1997,4335,1253,3082,3023,1697,832,14,470,5,5,59,3396,856,2540,2502,1462,649,10,371,5,5,38,1997,1762,235,86007308.53,38499.62757
923,48,201,600000,7803,2847,7803,3116,4687,4572,1466,1690,16,1382,0,18,115,5484,2078,3406,3357,1235,1087,12,1015,0,8,49,2847,2622,225,107386143.9,52563.00847
924,48,201,600000,8294,2775,8294,3822,4472,4357,2295,1345,29,663,3,22,115,5904,2411,3493,3428,1924,955,23,514,3,9,65,2775,2580,195,33022076.85,29775.32075
925,48,201,600000,9087,3539,9087,2100,6987,6802,4525,968,23,1269,1,16,185,6751,1363,5388,5294,3563,708,18,993,1,11,94,3539,3365,174,48569377.47,34376.84391
926,48,201,600000,4024,1297,4024,571,3453,3369,2077,225,5,1055,3,4,84,2841,375,2466,2443,1514,159,4,763,1,2,23,1297,1279,18,22383017.53,20860.94322
927,48,201,600000,7692,3114,7692,1983,5709,5578,3387,942,13,1205,4,27,131,5678,1334,4344,4282,2673,681,11,896,4,17,62,3114,2948,166,33557782.47,26858.57833
928,48,201,600000,4386,1753,4386,461,3925,3877,3570,71,13,220,0,3,48,3608,326,3282,3254,3001,53,9,188,0,3,28,1753,1706,47,65979644.92,34628.12782
929,48,201,600000,5881,3144,5881,1850,4031,3916,1809,1697,11,383,2,14,115,4414,1256,3158,3095,1568,1204,10,305,2,6,63,3144,2824,320,19220966.73,19353.08487
930,48,201,600000,8117,3691,8117,1986,6131,5956,3779,1106,22,1017,12,20,175,6126,1336,4790,4705,3121,784,19,757,10,14,85,3691,3392,299,47577621.1,30481.04334
931,48,201,600000,1415,593,1415,291,1124,1101,764,168,4,165,0,0,23,1065,194,871,857,604,129,4,120,0,0,14,593,567,26,17968459.45,19306.35652
932,48,201,600000,3883,1557,3883,1009,2874,2796,1491,772,10,514,2,7,78,2795,668,2127,2090,1150,564,3,367,2,4,37,1557,1416,141,25531515.54,20927.62574
933,48,201,600000,5928,2152,5928,1136,4792,4691,3537,345,21,771,7,10,101,4364,736,3628,3576,2732,254,16,563,6,5,52,2152,2078,74,34094086.24,27305.64098
934,48,201,600000,2954,1026,2954,844,2110,2066,1556,339,14,157,0,0,44,2105,519,1586,1563,1214,221,11,117,0,0,23,1026,959,67,16793617.64,18575.07411
935,48,201,600000,6511,2483,6511,1896,4615,4491,3195,888,23,361,2,22,124,4617,1157,3460,3403,2563,540,20,265,1,14,57,2483,2334,149,107969320.6,57591.79085
936,48,201,600000,3961,1613,3961,458,3503,3457,3111,211,16,116,0,3,46,3028,273,2755,2729,2485,141,12,90,0,1,26,1613,1518,95,46409273.3,31732.89344
937,48,201,600000,4962,2252,4962,950,4012,3899,2809,665,13,387,4,21,113,3801,657,3144,3093,2329,458,7,282,2,15,51,2252,2164,88,39175019.51,26636.60021
938,48,201,600000,6599,2589,6599,1974,4625,4510,2865,913,14,703,5,10,115,4800,1238,3562,3515,2335,616,9,540,5,10,47,2589,2432,157,65795810.43,32577.58716
939,48,201,600000,10270,3868,10270,3439,6831,6661,4378,1204,33,1026,11,9,170,7324,2204,5120,5033,3431,823,26,739,10,4,87,3868,3585,283,58889103.78,33481.76939
940,48,201,600000,5339,2227,5339,1736,3603,3486,1487,1451,14,524,7,3,117,3704,1137,2567,2502,1192,916,9,376,6,3,65,2227,2055,172,30914219.77,28049.66702
941,48,201,600000,5968,2903,5968,898,5070,4976,3807,530,27,593,4,15,94,4765,647,4118,4057,3176,407,22,439,4,9,61,2903,2587,316,56963947.41,39717.07195
942,48,201,600000,8092,4476,8092,1489,6603,6465,4562,928,35,923,0,17,138,6450,1008,5442,5367,3913,693,29,721,0,11,75,4476,3947,529,53746992.15,34751.56612
943,48,201,600000,8826,4415,8826,989,7837,7720,6401,809,25,470,2,13,117,7245,708,6537,6467,5455,604,19,377,2,10,70,4415,4110,305,70055143.78,40392.41948
944,48,201,600000,6966,3753,6966,1002,5964,5852,4472,934,17,419,1,9,112,5706,712,4994,4929,3887,698,15,322,1,6,65,3753,3311,442,52562010.41,30957.91204
945,48,201,600000,5044,2161,5044,1003,4041,3959,2381,1170,9,387,2,10,82,3985,697,3288,3239,2053,841,9,328,2,6,49,2161,1857,304,50927524.75,31223.21299
946,48,201,600000,4565,1730,4565,1425,3140,3051,1706,923,7,404,7,4,89,3446,934,2512,2463,1503,612,7,330,7,4,49,1730,1582,148,49902687.45,33210.61484
947,48,201,600000,6140,2675,6140,1572,4568,4440,2628,1488,22,269,9,24,128,4622,1046,3576,3516,2254,998,19,222,7,16,60,2675,2372,303,36640357.94,26678.95981
948,48,201,600000,6743,3120,6743,1994,4749,4620,2177,2230,4,171,13,25,129,5000,1346,3654,3588,1912,1500,3,153,8,12,66,3120,2598,522,46148962.09,36912.84706
949,48,201,600000,4600,2744,4600,933,3667,3577,976,2444,12,111,23,11,90,3463,666,2797,2748,875,1747,10,98,12,6,49,2744,2213,531,15042208.13,15461.4159
950,48,201,600000,3815,1421,3815,540,3275,3222,2804,206,4,199,0,9,53,2924,367,2557,2533,2217,160,3,149,0,4,24,1421,1351,70,40567010.37,35301.77818
951,48,201,600000,6899,2546,6899,1182,5717,5626,4554,580,24,457,9,2,91,5230,824,4406,4352,3548,429,20,346,7,2,54,2546,2458,88,57989118.06,33674.88627
952,48,201,600000,6185,2091,6185,1350,4835,4720,3257,524,4,908,6,21,115,4321,841,3480,3424,2419,355,4,628,6,12,56,2091,2025,66,71716779.68,55195.52212
953,48,201,600000,6370,2339,6370,1385,4985,4878,4211,359,22,277,1,8,107,4750,875,3875,3807,3301,267,18,215,1,5,68,2339,2247,92,38440865.72,25455.58231
954,48,201,600000,6273,2632,6273,1020,5253,5134,4050,463,17,593,3,8,119,4713,671,4042,3973,3203,325,12,428,1,4,69,2632,2391,241,52293667.12,35467.00373
955,48,201,600000,3960,1598,3960,578,3382,3319,2516,382,7,408,1,5,63,3013,387,2626,2592,2015,279,4,289,1,4,34,1598,1482,116,34030783.06,29415.34223
956,48,201,600000,2486,820,2486,313,2173,2128,1928,104,10,83,0,3,45,1808,218,1590,1572,1426,79,4,61,0,2,18,820,793,27,39854608.17,33898.84057
957,48,201,600000,7672,3004,7672,1438,6234,6082,4870,621,23,538,7,23,152,5637,954,4683,4597,3791,395,11,382,6,12,86,3004,2772,232,58598731.01,30893.85037
958,48,201,600000,7748,2662,7748,846,6902,6756,5307,688,33,681,4,43,146,5694,545,5149,5078,4035,493,19,500,3,28,71,2662,2549,113,56146772.57,32527.84673
959,48,201,600000,3299,1557,3299,612,2687,2625,2072,306,10,232,0,5,62,2461,409,2052,2023,1647,194,7,172,0,3,29,1557,1336,221,36141510.65,26510.76277
960,48,201,600000,4307,1559,4307,427,3880,3819,3352,136,8,320,1,2,61,3279,301,2978,2945,2589,103,7,243,1,2,33,1559,1513,46,46694047.56,28714.05121
961,48,201,600000,1245,420,1245,149,1096,1081,939,89,0,53,0,0,15,932,85,847,838,731,64,0,43,0,0,9,420,406,14,8471499.579,20693.49828
962,48,201,600000,9399,3305,9399,1545,7854,7667,5942,580,25,1105,7,8,187,6805,999,5806,5740,4512,416,21,785,5,1,66,3305,3197,108,48625112.3,29562.06973
963,48,201,600000,6229,2738,6229,1780,4449,4345,3261,626,28,413,6,11,104,4568,1125,3443,3386,2566,458,21,331,5,5,57,2738,2348,390,77058340.37,40401.42022
964,48,201,600000,7331,2705,7331,704,6627,6541,6020,157,38,307,0,19,86,5660,477,5183,5144,4775,118,27,216,0,8,39,2705,2635,70,59779973.72,37859.49171
965,48,201,600000,4420,1644,4420,780,3640,3516,2650,431,8,413,11,3,124,3187,502,2685,2632,2040,292,7,284,7,2,53,1644,1571,73,63775374.59,41836.30232
966,48,201,600000,13497,4552,13497,1406,12091,11893,10410,420,46,976,6,35,198,8859,824,8035,7959,7013,290,33,600,4,19,76,4552,4408,144,162649839.6,66592.14739
967,48,201,600000,12826,4185,12826,2306,10520,10347,8440,1000,48,815,10,34,173,8554,1415,7139,7069,5776,675,28,568,5,17,70,4185,4031,154,153785782.2,57820.78883
